District Number,District Name,School Number,School Name,Grade,Group,2014 Total Tested,2014 n Unsatisfactory,2014 % Unsatisfactory,2014 n Partially Proficient,2014 % Partially Proficient,2014 n Proficient,2014 % Proficient,2014 n Advanced,2014 % Advanced,2014 % Proficient and Advanced,2014 n No Score,2014 % No Score
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6142,MTN VLY ES,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6142,MTN VLY ES,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6142,MTN VLY ES,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6142,MTN VLY ES,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6142,MTN VLY ES,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6142,MTN VLY ES,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6144,MTN VLY MS,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6144,MTN VLY MS,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6144,MTN VLY MS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6144,MTN VLY MS,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6144,MTN VLY MS,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6144,MTN VLY MS,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6146,MTN VALLEY SHS,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6146,MTN VALLEY SHS,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6146,MTN VALLEY SHS,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
2790,MOUNTAIN VALLEY RE 1,6146,MTN VALLEY SHS,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,0000,DISTRICT RESULTS,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,2018,CRESTONE CHAR,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
2800,MOFFAT 2,5958,MOFFAT PREK12,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,0000,DISTRICT RESULTS,3,F,18,2,11.1,4,22.2,10,55.6,2,11.1,66.7,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,3,M,18,4,22.2,4,22.2,9,50.0,1,5.6,55.6,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,4,F,24,4,16.7,8,33.3,11,45.8,1,4.2,50.0,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,4,M,17,1,5.9,7,41.2,8,47.1,1,5.9,52.9,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,5,F,18,1,5.6,8,44.4,9,50.0,0,0.0,50.0,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,5,M,28,1,3.6,18,64.3,8,28.6,1,3.6,32.1,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,6,F,26,1,3.8,13,50.0,11,42.3,1,3.8,46.2,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,6,M,26,6,23.1,7,26.9,11,42.3,2,7.7,50.0,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,0000,DISTRICT RESULTS,7,M,21,3,14.3,10,47.6,8,38.1,0,0.0,38.1,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,0000,DISTRICT RESULTS,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,0000,DISTRICT RESULTS,9,F,28,19,67.9,3,10.7,3,10.7,2,7.1,17.9,1,3.6
2810,CENTER 26 JT,0000,DISTRICT RESULTS,9,M,34,10,29.4,13,38.2,10,29.4,1,2.9,32.4,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,10,F,24,17,70.8,6,25.0,1,4.2,0,0.0,4.2,0,0.0
2810,CENTER 26 JT,0000,DISTRICT RESULTS,10,M,17,7,41.2,6,35.3,4,23.5,0,0.0,23.5,0,0.0
2810,CENTER 26 JT,0051,THE ACADEMIC,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,0051,THE ACADEMIC,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,0051,THE ACADEMIC,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,1368,CENTER VIRT A,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,1368,CENTER VIRT A,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,1412,HASKIN ES,3,F,18,2,11.1,4,22.2,10,55.6,2,11.1,66.7,0,0.0
2810,CENTER 26 JT,1412,HASKIN ES,3,M,18,4,22.2,4,22.2,9,50.0,1,5.6,55.6,0,0.0
2810,CENTER 26 JT,1412,HASKIN ES,4,F,24,4,16.7,8,33.3,11,45.8,1,4.2,50.0,0,0.0
2810,CENTER 26 JT,1412,HASKIN ES,4,M,17,1,5.9,7,41.2,8,47.1,1,5.9,52.9,0,0.0
2810,CENTER 26 JT,1412,HASKIN ES,5,F,18,1,5.6,8,44.4,9,50.0,0,0.0,50.0,0,0.0
2810,CENTER 26 JT,1412,HASKIN ES,5,M,28,1,3.6,18,64.3,8,28.6,1,3.6,32.1,0,0.0
2810,CENTER 26 JT,1416,SKOGLUND MS,6,F,26,1,3.8,13,50.0,11,42.3,1,3.8,46.2,0,0.0
2810,CENTER 26 JT,1416,SKOGLUND MS,6,M,26,6,23.1,7,26.9,11,42.3,2,7.7,50.0,0,0.0
2810,CENTER 26 JT,1416,SKOGLUND MS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,1416,SKOGLUND MS,7,M,21,3,14.3,10,47.6,8,38.1,0,0.0,38.1,0,0.0
2810,CENTER 26 JT,1416,SKOGLUND MS,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,1416,SKOGLUND MS,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2810,CENTER 26 JT,1420,CENTER HS,9,F,24,16,66.7,3,12.5,3,12.5,2,8.3,20.8,0,0.0
2810,CENTER 26 JT,1420,CENTER HS,9,M,29,8,27.6,10,34.5,10,34.5,1,3.4,37.9,0,0.0
2810,CENTER 26 JT,1420,CENTER HS,10,F,24,17,70.8,6,25.0,1,4.2,0,0.0,4.2,0,0.0
2810,CENTER 26 JT,1420,CENTER HS,10,M,16,7,43.8,5,31.3,4,25.0,0,0.0,25.0,0,0.0
2820,SILVERTON 1,0000,DISTRICT RESULTS,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,0000,DISTRICT RESULTS,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7900,SILVERTON ES,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7900,SILVERTON ES,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7900,SILVERTON ES,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7900,SILVERTON ES,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7900,SILVERTON ES,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7900,SILVERTON ES,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7902,SILVERTON MS,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7902,SILVERTON MS,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7902,SILVERTON MS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7902,SILVERTON MS,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7902,SILVERTON MS,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7904,SILVERTON HS,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7904,SILVERTON HS,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7904,SILVERTON HS,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
2820,SILVERTON 1,7904,SILVERTON HS,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,3,F,21,0,0.0,4,19.0,11,52.4,6,28.6,81.0,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,3,M,36,0,0.0,6,16.7,18,50.0,12,33.3,83.3,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,4,F,41,2,4.9,8,19.5,23,56.1,8,19.5,75.6,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,4,M,40,4,10.0,8,20.0,22,55.0,5,12.5,67.5,1,2.5
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,5,F,27,0,0.0,4,14.8,8,29.6,15,55.6,85.2,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,5,M,24,0,0.0,3,12.5,10,41.7,11,45.8,87.5,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,6,F,36,4,11.1,9,25.0,18,50.0,5,13.9,63.9,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,6,M,37,2,5.4,11,29.7,14,37.8,10,27.0,64.9,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,7,F,36,3,8.3,3,8.3,17,47.2,13,36.1,83.3,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,7,M,28,5,17.9,2,7.1,10,35.7,11,39.3,75.0,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,8,F,23,5,21.7,4,17.4,6,26.1,8,34.8,60.9,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,8,M,23,4,17.4,3,13.0,9,39.1,7,30.4,69.6,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,9,F,34,8,23.5,10,29.4,9,26.5,7,20.6,47.1,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,9,M,26,5,19.2,5,19.2,8,30.8,8,30.8,61.5,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,10,F,21,7,33.3,3,14.3,9,42.9,2,9.5,52.4,0,0.0
2830,TELLURIDE R 1,0000,DISTRICT RESULTS,10,M,34,8,23.5,12,35.3,9,26.5,5,14.7,41.2,0,0.0
2830,TELLURIDE R 1,8786,TELLURIDE ES,3,F,21,0,0.0,4,19.0,11,52.4,6,28.6,81.0,0,0.0
2830,TELLURIDE R 1,8786,TELLURIDE ES,3,M,36,0,0.0,6,16.7,18,50.0,12,33.3,83.3,0,0.0
2830,TELLURIDE R 1,8786,TELLURIDE ES,4,F,41,2,4.9,8,19.5,23,56.1,8,19.5,75.6,0,0.0
2830,TELLURIDE R 1,8786,TELLURIDE ES,4,M,40,4,10.0,8,20.0,22,55.0,5,12.5,67.5,1,2.5
2830,TELLURIDE R 1,8786,TELLURIDE ES,5,F,27,0,0.0,4,14.8,8,29.6,15,55.6,85.2,0,0.0
2830,TELLURIDE R 1,8786,TELLURIDE ES,5,M,24,0,0.0,3,12.5,10,41.7,11,45.8,87.5,0,0.0
2830,TELLURIDE R 1,8786,TELLURIDE ES,6,F,36,4,11.1,9,25.0,18,50.0,5,13.9,63.9,0,0.0
2830,TELLURIDE R 1,8786,TELLURIDE ES,6,M,37,2,5.4,11,29.7,14,37.8,10,27.0,64.9,0,0.0
2830,TELLURIDE R 1,8790,TELLURIDE MS,7,F,36,3,8.3,3,8.3,17,47.2,13,36.1,83.3,0,0.0
2830,TELLURIDE R 1,8790,TELLURIDE MS,7,M,28,5,17.9,2,7.1,10,35.7,11,39.3,75.0,0,0.0
2830,TELLURIDE R 1,8790,TELLURIDE MS,8,F,23,5,21.7,4,17.4,6,26.1,8,34.8,60.9,0,0.0
2830,TELLURIDE R 1,8790,TELLURIDE MS,8,M,23,4,17.4,3,13.0,9,39.1,7,30.4,69.6,0,0.0
2830,TELLURIDE R 1,8794,TELLURIDE HS,9,F,34,8,23.5,10,29.4,9,26.5,7,20.6,47.1,0,0.0
2830,TELLURIDE R 1,8794,TELLURIDE HS,9,M,26,5,19.2,5,19.2,8,30.8,8,30.8,61.5,0,0.0
2830,TELLURIDE R 1,8794,TELLURIDE HS,10,F,21,7,33.3,3,14.3,9,42.9,2,9.5,52.4,0,0.0
2830,TELLURIDE R 1,8794,TELLURIDE HS,10,M,34,8,23.5,12,35.3,9,26.5,5,14.7,41.2,0,0.0
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,0000,DISTRICT RESULTS,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6418,NORWOOD ES,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6418,NORWOOD ES,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6418,NORWOOD ES,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6418,NORWOOD ES,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6418,NORWOOD ES,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6418,NORWOOD ES,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,8,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,9,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,9,M,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,10,F,<16,--,--,--,--,--,--,--,--,--,--,--
2840,NORWOOD R 2J,6422,NORWOOD HS,10,M,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,3,F,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,3,M,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,4,F,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,4,M,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,5,F,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,5,M,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,6,M,17,3,17.6,7,41.2,4,23.5,3,17.6,41.2,0,0.0
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,7,M,22,3,13.6,10,45.5,7,31.8,2,9.1,40.9,0,0.0
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,8,F,36,4,11.1,19,52.8,8,22.2,5,13.9,36.1,0,0.0
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,8,M,19,5,26.3,8,42.1,5,26.3,1,5.3,31.6,0,0.0
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,9,F,37,12,32.4,14,37.8,8,21.6,2,5.4,27.0,1,2.7
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,9,M,24,10,41.7,7,29.2,5,20.8,2,8.3,29.2,0,0.0
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,10,F,68,31,45.6,28,41.2,9,13.2,0,0.0,13.2,0,0.0
2862,JULESBURG RE 1,0000,DISTRICT RESULTS,10,M,60,19,31.7,25,41.7,14,23.3,1,1.7,25.0,1,1.7
2862,JULESBURG RE 1,4369,INSIGHT SCHOO,6,F,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,4369,INSIGHT SCHOO,6,M,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,4369,INSIGHT SCHOO,7,F,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,4369,INSIGHT SCHOO,7,M,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,4369,INSIGHT SCHOO,8,F,28,4,14.3,17,60.7,5,17.9,2,7.1,25.0,0,0.0
2862,JULESBURG RE 1,4369,INSIGHT SCHOO,8,M,<16,--,--,--,--,--,--,--,--,--,--,--
2862,JULESBURG RE 1,4369,INSIGHT SCHOO,9,F,23,10,43.5,11,47.8,2,8.7,0,0.0,8.7,0,0.0
2862,JULESBURG RE 1,4369,INSIGHT SCHOO,9,M,20,10,50.0,7,35.0,3,15.0,0,0.0,15.0,0,0.0
2862,JULESBURG RE 1,4369,INSIGHT SCHOO,10,F,60,31,51.7,24,40.0,5,8.3,0,0.0,8.3,0,0.0
